,conds,hum,precipm,tempm,wspdm
2014-01-08 01:51:00,Clear,46.0,,-12.8,13.0
2014-01-08 02:51:00,Clear,48.0,,-12.8,16.7
2014-01-08 03:51:00,Clear,48.0,,-12.8,7.4
2014-01-08 04:51:00,Clear,51.0,,-12.8,20.4
2014-01-08 05:51:00,Clear,51.0,,-12.8,20.4
2014-01-08 06:51:00,Clear,51.0,,-12.8,20.4
2014-01-08 07:51:00,Clear,53.0,,-12.8,11.1
2014-01-08 08:51:00,Clear,51.0,,-12.2,7.4
2014-01-08 09:51:00,Clear,46.0,,-11.1,16.7
2014-01-08 10:51:00,Clear,45.0,,-10.0,14.8
2014-01-08 11:51:00,Scattered Clouds,43.0,,-8.9,7.4
2014-01-08 12:51:00,Clear,40.0,,-7.2,9.3
2014-01-08 13:51:00,Overcast,38.0,,-6.7,9.3
2014-01-08 14:51:00,Scattered Clouds,38.0,,-6.1,7.4
2014-01-08 15:51:00,Clear,40.0,,-6.1,9.3
2014-01-08 16:51:00,Clear,40.0,,-6.7,9.3
2014-01-08 17:51:00,Clear,40.0,,-6.7,11.1
2014-01-08 18:51:00,Clear,40.0,,-6.1,
2014-01-08 19:51:00,Clear,40.0,,-6.1,14.8
2014-01-08 20:51:00,Clear,40.0,,-6.1,7.4
2014-01-08 21:51:00,Overcast,40.0,,-6.1,0.0
2014-01-08 22:51:00,Overcast,38.0,,-5.6,9.3
2014-01-08 23:51:00,Overcast,42.0,,-5.6,7.4
2014-01-09 00:51:00,Overcast,42.0,,-5.6,7.4
2014-01-09 01:51:00,Overcast,40.0,,-5.0,11.1
2014-01-09 02:51:00,Clear,40.0,,-4.4,
2014-01-09 03:51:00,Clear,44.0,,-5.0,0.0
2014-01-09 04:51:00,Clear,53.0,,-5.0,11.1
2014-01-09 05:51:00,Clear,55.0,,-5.0,
2014-01-09 06:51:00,Clear,58.0,,-5.6,5.6
2014-01-09 07:51:00,Clear,58.0,,-5.6,5.6
2014-01-09 08:51:00,Clear,55.0,,-5.0,0.0
2014-01-09 09:51:00,Clear,49.0,,-3.9,9.3
2014-01-09 10:51:00,Clear,47.0,,-3.3,5.6
2014-01-09 11:51:00,Clear,41.0,,-1.7,5.6
2014-01-09 12:51:00,Clear,40.0,,-1.1,0.0
2014-01-09 13:51:00,Clear,37.0,,-0.6,0.0
2014-01-09 14:51:00,Clear,35.0,,0.0,5.6
2014-01-09 15:51:00,Clear,37.0,,-0.6,7.4
2014-01-09 16:51:00,Clear,37.0,,-0.6,0.0
2014-01-09 18:51:00,Clear,38.0,,-1.1,0.0
2014-01-09 19:51:00,Clear,45.0,,-1.1,5.6
2014-01-09 20:51:00,Clear,47.0,,-1.7,0.0
2014-01-09 21:51:00,Clear,49.0,,-1.7,5.6
2014-01-09 22:51:00,Scattered Clouds,47.0,,-1.1,11.1
2014-01-09 23:51:00,Partly Cloudy,51.0,,-1.1,7.4
2014-01-10 00:51:00,Partly Cloudy,54.0,,-0.6,13.0
2014-01-10 01:51:00,Mostly Cloudy,56.0,,0.0,5.6
2014-01-10 02:17:00,Overcast,59.0,,-0.6,0.0
2014-01-10 02:46:00,Overcast,55.0,,0.0,5.6
2014-01-10 02:51:00,Overcast,59.0,,-0.6,0.0
2014-01-10 03:51:00,Overcast,59.0,,-0.6,5.6
2014-01-10 04:51:00,Overcast,61.0,,-0.6,5.6
2014-01-10 05:51:00,Overcast,61.0,,-0.6,7.4
2014-01-10 06:10:00,Overcast,56.0,,0.0,5.6
2014-01-10 06:51:00,Overcast,64.0,,0.0,9.3
2014-01-10 07:51:00,Overcast,66.0,1.0,0.0,5.6
2014-01-10 08:03:00,Haze,66.0,0.8,0.0,5.6
2014-01-10 08:24:00,Haze,69.0,0.8,0.0,5.6
2014-01-10 08:36:00,Overcast,66.0,0.8,0.6,7.4
2014-01-10 08:49:00,Overcast,65.0,0.8,1.0,0.0
2014-01-10 08:51:00,Light Snow,66.0,0.8,0.6,0.0
2014-01-10 09:32:00,Light Snow,82.0,4.3,0.0,0.0
2014-01-10 09:51:00,Light Snow,82.0,4.6,0.0,7.4
2014-01-10 09:58:00,Light Snow,85.0,3.8,0.0,5.6
2014-01-10 10:35:00,Overcast,85.0,13.0,0.6,7.4
2014-01-10 10:44:00,Light Rain,85.0,13.0,0.6,7.4
2014-01-10 10:51:00,Overcast,85.0,17.3,0.6,7.4
2014-01-10 10:59:00,Overcast,85.0,3.3,0.6,5.6
2014-01-10 11:29:00,Overcast,89.0,8.4,0.6,5.6
2014-01-10 11:37:00,Overcast,89.0,8.4,0.6,5.6
2014-01-10 11:47:00,Overcast,87.0,8.4,1.0,7.4
2014-01-10 11:51:00,Overcast,85.0,8.4,1.1,7.4
2014-01-10 12:35:00,Overcast,85.0,,1.1,0.0
2014-01-10 12:46:00,Overcast,87.0,,1.0,0.0
2014-01-10 12:51:00,Haze,82.0,,1.1,5.6
2014-01-10 13:00:00,Overcast,85.0,,1.1,0.0
2014-01-10 13:18:00,Overcast,85.0,,1.1,0.0
2014-01-10 13:51:00,Haze,82.0,,1.7,0.0
2014-01-10 14:08:00,Overcast,85.0,,1.7,0.0
2014-01-10 14:51:00,Overcast,85.0,,1.7,5.6
2014-01-10 14:59:00,Overcast,89.0,,1.7,0.0
2014-01-10 15:38:00,Overcast,89.0,,1.7,5.6
2014-01-10 15:51:00,Overcast,89.0,,1.7,5.6
2014-01-10 16:01:00,Overcast,89.0,,1.7,5.6
2014-01-10 16:10:00,Overcast,92.0,,1.7,5.6
2014-01-10 16:51:00,Overcast,92.0,,1.7,0.0
2014-01-10 17:42:00,Overcast,92.0,,1.7,5.6
2014-01-10 17:51:00,Overcast,92.0,,1.7,7.4
2014-01-10 18:20:00,Overcast,92.0,,1.7,7.4
2014-01-10 18:51:00,Overcast,92.0,,1.7,5.6
2014-01-10 19:51:00,Overcast,89.0,,2.8,7.4
2014-01-10 20:51:00,Overcast,89.0,,2.8,7.4
2014-01-10 21:03:00,Overcast,89.0,,2.8,7.4
2014-01-10 21:21:00,Overcast,93.0,,2.2,7.4
2014-01-10 21:51:00,Overcast,93.0,,2.2,5.6
2014-01-10 22:02:00,Overcast,93.0,,2.2,5.6
2014-01-10 22:46:00,Overcast,93.0,,2.0,9.3
2014-01-10 22:51:00,Overcast,93.0,,2.2,9.3
2014-01-10 23:08:00,Overcast,89.0,,2.8,7.4
2014-01-10 23:11:00,Overcast,89.0,,2.8,5.6
2014-01-10 23:23:00,Overcast,89.0,,2.8,7.4
2014-01-10 23:51:00,Overcast,89.0,0.3,2.8,5.6
2014-01-11 00:02:00,Overcast,89.0,0.0,2.8,5.6
2014-01-11 00:51:00,Overcast,89.0,0.3,2.8,5.6
